taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	GTDB-tk Lineage	High Quality	Cultured	Genome Size   * assembled	Gene Count   * assembled	
2657245466	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei YBB.H.M.1B.1	University of Illinois, Urbana-Champaign	2657245466	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4122548	3614	
2667528009	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.H.A.1A.2	University of Illinois, Urbana-Champaign	2667528009	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4087907	3595	
2667527937	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.A.1A.6	University of Illinois, Urbana-Champaign	2667527937	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4069379	3594	
2681813127	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.F.T.1A.4	University of Illinois, Urbana-Champaign	2681813127	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4155749	3645	
2671180774	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.F.A.2.12	University of Illinois, Urbana-Champaign	2671180774	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4070089	3595	
2630968669	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina barkeri Wiesmoor	University of Illinois, Urbana-Champaign	2630968669	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri_B	Yes	Yes	4907186	4143	
2681813125	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.F.A.1A.3	University of Illinois, Urbana-Champaign	2681813125	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4068940	3564	
2681813119	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.A.2.7	University of Illinois, Urbana-Champaign	2681813119	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4116665	3641	
2663763426	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.F.T.1A.2	University of Illinois, Urbana-Champaign	2663763426	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4150621	3643	
2681813126	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.F.A.2.6	University of Illinois, Urbana-Champaign	2681813126	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4037688	3542	
2663763517	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei YBB.F.A.2.7	University of Illinois, Urbana-Champaign	2663763517	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4026044	3518	
2681813121	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.M.2.3	University of Illinois, Urbana-Champaign	2681813121	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	3975805	3488	
2667528102	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei YBM.H.M.1A.3	University of Illinois, Urbana-Champaign	2667528102	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4073693	3618	
2681813130	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.H.M.2.7	University of Illinois, Urbana-Champaign	2681813130	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	3994050	3477	
2663762907	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.F.T.2.1	University of Illinois, Urbana-Champaign	2663762907	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4101065	3588	
2630968805	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina lacustris Z-7289	University of Illinois, Urbana-Champaign	2630968805	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina lacustris	Yes	Yes	4139808	3531	
2663762924	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.T.2.5	University of Illinois, Urbana-Champaign	2663762924	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4083531	3585	
2660238026	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.F.T.1A.1	University of Illinois, Urbana-Champaign	2660238026	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4158758	3653	
2657245605	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei YBB.H.M.1A.1	University of Illinois, Urbana-Champaign	2657245605	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4116536	3608	
2667527934	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.F.A.1A.3	University of Illinois, Urbana-Champaign	2667527934	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4045304	3534	
2663762650	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.H.A.2.5	University of Illinois, Urbana-Champaign	2663762650	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4088731	3577	
2681813113	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.F.A.2.8	University of Illinois, Urbana-Champaign	2681813113	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	3958841	3469	
2681813082	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei YBM.H.M.1A.2	University of Illinois, Urbana-Champaign	2681813082	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4074261	3569	
2660238053	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei YBM.F.A.1B.4	University of Illinois, Urbana-Champaign	2660238053	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4049355	3564	
2657245055	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 2.F.A.2.4	University of Illinois, Urbana-Champaign	2657245055	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4191903	3692	
2657244981	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.M.2.2	University of Illinois, Urbana-Champaign	2657244981	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4079868	3578	
2667528016	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.A.2.3	University of Illinois, Urbana-Champaign	2667528016	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4087374	3605	
2627853861	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina mazei S-6	University of Illinois, Urbana-Champaign	2627853861	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4142816	3625	
2681813128	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.H.A.1A.1	University of Illinois, Urbana-Champaign	2681813128	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	3993878	3634	
2681813114	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.F.M.0.5	University of Illinois, Urbana-Champaign	2681813114	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4066836	3564	
2690315680	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.H.T.1A.2	University of Illinois, Urbana-Champaign	2690315680	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4083595	3596	
2540341115	Archaea	Finished	Candidatus Methanomethylophilus alvus Mx1201	Candidatus Methanomethylophilus alvus Mx1201	Macrogen	2540341115	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvus	No	No	1666795	1678	
2660238307	Archaea	Finished	Rumen methanogens	Methanogenic archaeon ISO4-H5	AgResearch Limited	2660238307	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus sp001560915	Yes	Yes	1937883	1890	
2667527618	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei YBM.H.A.1A.1	University of Illinois, Urbana-Champaign	2667527618	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4039778	3536	
2671180346	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.M.1A.1	University of Illinois, Urbana-Champaign	2671180346	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4079465	3581	
2639762994	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina mazei WWM610	University of Illinois, Urbana-Champaign	2639762994	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4096482	3557	
2667528122	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei YBM.F.A.1B.3	University of Illinois, Urbana-Champaign	2667528122	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4029805	3528	
2681813122	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.T.2.1	University of Illinois, Urbana-Champaign	2681813122	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4073761	3571	
2657245426	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.T.2.3	University of Illinois, Urbana-Champaign	2657245426	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	3967951	3477	
2667527687	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.M.2.1	University of Illinois, Urbana-Champaign	2667527687	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4180081	3697	
2660238431	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.A.2.8	University of Illinois, Urbana-Champaign	2660238431	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4063852	3579	
2671180237	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.F.A.1B.1	University of Illinois, Urbana-Champaign	2671180237	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4073297	3565	
2660238247	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.M.2.4	University of Illinois, Urbana-Champaign	2660238247	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4068400	3606	
2630968898	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina mazei LYC	University of Illinois, Urbana-Champaign	2630968898	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4154344	3634	
2681813123	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 2.F.T.0.2	University of Illinois, Urbana-Champaign	2681813123	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4089677	3618	
2667527984	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.H.A.2.1	University of Illinois, Urbana-Champaign	2667527984	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	3979112	3485	
2648501188	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina vacuolata Z-761	University of Illinois, Urbana-Champaign	2648501188	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina vacuolata	Yes	Yes	4563885	3812	
2634166439	Archaea	Finished	Methanosarcina barkeri CM1	Methanosarcina barkeri CM1	Pastoral Greenhouse Gas Research Consortium (PGgRc)	2634166439	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri	Yes	Yes	4501171	3878	
2681813131	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.H.T.1A.1	University of Illinois, Urbana-Champaign	2681813131	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4072284	3571	
2667527756	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.H.A.2.8	University of Illinois, Urbana-Champaign	2667527756	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	3997433	3501	
2636415905	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina mazei C16	University of Illinois, Urbana-Champaign	2636415905	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4166241	3633	
2660238643	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 2.F.A.2.3	University of Illinois, Urbana-Champaign	2660238643	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4070588	3576	
2681813120	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.M.0.1	University of Illinois, Urbana-Champaign	2681813120	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	4060306	3562	
637000162	Archaea	Finished	Methanosarcina barkeri fusaro	Methanosarcina barkeri Fusaro	DOE Joint Genome Institute (JGI)	637000162	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina barkeri_B	Yes	Yes	4873766	3830	
2540341077	Archaea	Finished	Methanosarcina mazei Tuc01	Methanosarcina mazei Tuc01	Rede Paraense de Genomica e Proteomica	2540341077	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	3427949	3301	
2681813118	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 1.H.A.2.6	University of Illinois, Urbana-Champaign	2681813118	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei	Yes	Yes	3998889	3525	
