date,julian,snowfree,mean.moist,mean.temp,subject,spp,num,biomass,longest.leaf.length,height,basal.leaves,total.leaves,buds,flowers,phenophase,no.fungus,amf.hyphae,fre.hyphae,arbuscule,vesicle,amms,total.am,dse.hyphae,coiled.hyphae,ms,total.dse,total.col,observer
2017-07-02,183,8,46.5,5.4,5,ArtSco,5,0.04385,4.2,4.2,6,6,0,0,leaves,1,67,61,1,0,0,91,83,0,4,83,99,Cormac
2017-07-02,183,8,46.5,5.4,6,GenAlg,1,0.07784,3.4,3.4,10,10,0,0,leaves,59,14,7,0,0,0,20,24,0,0,24,41,Cliff
2017-07-02,183,8,46.5,5.4,7,GenAlg,2,0.07647,4.4,4.4,8,8,0,0,leaves,42,7,5,0,0,0,9,53,0,0,53,58,Cliff
2017-07-02,183,8,46.5,5.4,8,GenAlg,3,0.08787,4.1,4.1,8,8,0,0,leaves,0,40,25,11.25,1.25,0,55,88.75,1.25,8.75,93.75,100,Cormac
2017-07-02,183,8,46.5,5.4,9,GenAlg,4,0.10132,5.1,5.1,8,8,0,0,leaves,16,53,17,38,5,0,60,71,0.5,1,71.5,84,Cormac
2017-07-02,183,8,46.5,5.4,10,GenAlg,5,0.08577,5.6,5.6,12,12,0,0,leaves,8,52,41,24,5,0,81,59,1,7,62,92,Cormac
2017-07-02,183,8,46.5,5.4,11,GeuRos,1,0.38104,6.3,6.3,9,9,0,0,leaves,7,55,19,3,2,0,64,57,1,2,59,93,Cliff
2017-07-02,183,8,46.5,5.4,12,GeuRos,2,0.3356,4.4,4.4,14,14,0,0,leaves,16,71,54,7,4,0,78,20,0,0,20,84,Cliff
2017-07-02,183,8,46.5,5.4,13,GeuRos,3,0.21312,4.9,4.9,8,8,0,0,leaves,1,45,68,0.5,0.5,0,88,72,0,2,72,99,Cormac
2017-07-02,183,8,46.5,5.4,14,GeuRos,4,0.30825,5.2,5.2,7,7,0,0,leaves,16,57,46,12,3,0,66,47,2,0.5,47.5,84,Cliff
2017-07-02,183,8,46.5,5.4,15,GeuRos,5,0.26297,4.5,4.5,7,7,0,0,leaves,3,47,74,3,2,0,89,72,0,4,74,97,Cormac
2017-07-02,183,8,46.5,5.4,16,PolBis,1,0.22551,7.5,7.5,4,4,0,0,leaves,50,25,1,0,2,0,28,27,0,1,27,50,Cliff
2017-07-02,183,8,46.5,5.4,17,PolBis,2,0.09797,7.5,7.5,3,3,0,0,leaves,72,5,0,0,4,0,9,19,0,0,19,28,Cliff
2017-07-02,183,8,46.5,5.4,18,PolBis,3,0.09314,7.9,7.9,3,3,0,0,leaves,84,12,1,0,3,0,16,0.5,0,0,0.5,16,Cliff
2017-07-02,183,8,46.5,5.4,19,PolBis,4,0.10532,6,6,2,2,0,0,leaves,17,39,51,0,4,0,72,63,0,3,63,83,Cormac
2017-07-02,183,8,46.5,5.4,20,PolBis,5,0.13419,8.5,8.5,3,3,0,0,leaves,14,48,64,0,4,0,84,44,0,1,44,86,Cormac
2017-07-12,193,18,39.3,9.6,1,ArtSco,1,0.08908,5.6,8,4,6,1,0,leaves,7,48,42,8,0,0,66,83,1,12,84,93,Cormac
2017-07-12,193,18,39.3,9.6,2,ArtSco,2,0.10255,5,5,4,6,1,0,leaves,0,78,76,2,4,0,100,62,0,8,64,100,Cormac
2017-07-12,193,18,39.3,9.6,3,ArtSco,3,0.10016,6,8.5,5,7,1,0,leaves,65,14,9,0,0,0,22,20,0,0.5,20.5,35,Cliff
2017-07-12,193,18,39.3,9.6,4,ArtSco,4,0.10572,7.2,7.2,5,5,1,0,leaves,54,24,10,0,0,0,33,19,0,1,20,46,Cliff
2017-07-12,193,18,39.3,9.6,5,ArtSco,5,0.1646,5.5,12,4,7,1,0,leaves,62,19,7,0,0,0,25,17,0,0,17,38,Cliff
2017-07-12,193,18,39.3,9.6,6,GenAlg,1,0.15506,7.1,7.1,7,7,0,0,leaves,2,82,47,19,3,0,91,75,3,15,76,98,Cormac
2017-07-12,193,18,39.3,9.6,7,GenAlg,2,0.11225,4.1,4.1,9,9,0,0,leaves,35,34,21,10,0,0,50,32,0,0,32,65,Cormac
2017-07-12,193,18,39.3,9.6,8,GenAlg,3,0.17747,4.6,4.6,7,7,0,0,leaves,24,38,25,16,0,1,64,35,1,2,36,76,Cormac
2017-07-12,193,18,39.3,9.6,9,GenAlg,4,0.17005,4.4,4.4,10,10,0,0,leaves,44,9,5,0.5,0,0,14,47,0,1,47,56,Cliff
2017-07-12,193,18,39.3,9.6,10,GenAlg,5,0.09028,6,6,6,6,0,0,leaves,22,11,1,4,0,0,12,69,1,4,70,78,Cliff
2017-07-12,193,18,39.3,9.6,11,GeuRos,1,2.2999,13.5,13.5,11,11,1,2,budding,9,77,38,2,7,0.5,83.5,60,0,2,60,91,Cormac
2017-07-12,193,18,39.3,9.6,12,GeuRos,2,1.00466,14.5,14.5,10,10,1,1,budding,0,80,31,1,5,0,89,65,0,2,65,100,Cormac
2017-07-12,193,18,39.3,9.6,13,GeuRos,3,1.22816,8.3,8.3,13,13,1,1,budding,5,79,60,0,3,0,95,71,1,4,70,95,Cormac
2017-07-12,193,18,39.3,9.6,14,GeuRos,4,2.15807,12.2,12.2,17,17,3,1,budding,33,55,19,0,1,0,69,9,0,0,9,67,Cliff
2017-07-12,193,18,39.3,9.6,15,GeuRos,5,1.08688,10.5,10.5,11,11,0,2,budding,23,63,30,0,1,0,73,18,0,0,18,77,Cliff
2017-07-12,193,18,39.3,9.6,16,PolBis,1,0.30567,11,11,3,5,1,0,budding,7,65,50,10,3,0,88,21,1,3,25,93,Cormac
2017-07-12,193,18,39.3,9.6,17,PolBis,2,0.8277,15.1,15.1,4,9,2,0,budding,12,74,12,2,1,1,80,58,1,3,58,88,Cormac
2017-07-12,193,18,39.3,9.6,18,PolBis,3,0.27935,8.3,8.3,2,5,1,0,budding,64,24,0,0,0,0,24,12,0,0,12,36,Cliff
2017-07-12,193,18,39.3,9.6,19,PolBis,4,0.30424,10,10,4,6,1,0,budding,76,3,0,0,1,0,3,21,1,0,22,24,Cliff
2017-07-12,193,18,39.3,9.6,20,PolBis,5,0.49505,11.3,11.3,3,6,1,0,budding,64,20,2,0,2,0,23,13,0,0,13,36,Cliff
2017-07-26,207,32,32.3,12.4,1,ArtSco,1,0.14115,6.5,14.2,5,7,0,7,flowering,17,39,27,0.5,2,0,59.5,53,1,2,53,83,Cormac
2017-07-26,207,32,32.3,12.4,2,ArtSco,2,0.20104,6,13.9,7,9,0,14,flowering,23,48,37,0.5,2,0,71.5,36,1,1,37,77,Cormac
2017-07-26,207,32,32.3,12.4,3,ArtSco,3,0.14645,4.5,14,5,6,0,13,flowering,39,24,13,0,2,0,35,58,0,1,58,61,Cormac
2017-07-26,207,32,32.3,12.4,4,ArtSco,4,0.20275,5.9,17.1,9,12,0,13,flowering,30,26,46,1,1,0,67,26,0,4,28,70,Cormac
2017-07-26,207,32,32.3,12.4,5,ArtSco,5,0.2585,5.8,16.9,16,22,0,16,flowering,31,47,12,2,1,0,60,31,0,1,32,69,Cormac
2017-07-26,207,32,32.3,12.4,6,GenAlg,1,0.23763,8.3,9.1,8,16,2,0,budding,45,6,2,0,0,0,8,52,1,2,52,55,Cliff
2017-07-26,207,32,32.3,12.4,7,GenAlg,2,0.25119,6.1,9.4,10,16,2,0,budding,50,4,2,0,0,0,6,50,0.5,2,50.5,50,Cliff
2017-07-26,207,32,32.3,12.4,8,GenAlg,3,0.22706,5.8,8.1,8,16,2,0,budding,55,15,0,0,0,0,15,31,0.5,1,31.5,45,Cliff
2017-07-26,207,32,32.3,12.4,9,GenAlg,4,0.21908,5.8,5.8,8,16,3,0,budding,50,12,6,0,0,0,16,32,0,2,33,50,Cliff
2017-07-26,207,32,32.3,12.4,10,GenAlg,5,0.31846,8.1,9.8,10,16,2,0,budding,50,17,3,0,0,0,18,33,1,3,35,50,Cliff
2017-07-26,207,32,32.3,12.4,11,GeuRos,1,1.68489,11.2,16.9,11,11,3,3,flowering,73,0.5,0,0,0,0,0.5,32,0,0.5,32.5,27,Cliff
2017-07-26,207,32,32.3,12.4,12,GeuRos,2,1.29933,12.9,15,10,10,2,2,flowering,69,9,9,0,0,0,17,17,0,0,17,31,Cliff
2017-07-26,207,32,32.3,12.4,13,GeuRos,3,1.07639,11,14.3,11,11,1,2,flowering,77,9,7,0,0,0,15,15,0,0,15,23,Cliff
2017-07-26,207,32,32.3,12.4,14,GeuRos,4,0.8244,9.3,10.7,10,10,0,2,flowering,54,21,18,0,0,0,38,5,0,1,6,46,Cliff
2017-07-26,207,32,32.3,12.4,15,GeuRos,5,1.18965,13.5,20.1,11,11,0,2,flowering,43,3,7,0,0,0,10,49,1,0.5,50.5,57,Cliff
2017-07-26,207,32,32.3,12.4,16,PolBis,1,0.38593,11,22.5,3,6,0,1,flowering,58,14,13,0,0.5,0,26.5,21,0,1,22,42,Cliff
2017-07-26,207,32,32.3,12.4,17,PolBis,2,0.8041,12,33,4,7,0,1,flowering,60,10,8,0,1,0,19,28,0,0,28,40,Cliff
2017-07-26,207,32,32.3,12.4,18,PolBis,3,0.78423,13.6,35.2,4,7,0,1,flowering,46,2,0,0,0,0,2,50,2,6,54,54,Cliff
2017-07-26,207,32,32.3,12.4,19,PolBis,4,0.43813,10.5,27.4,4,6,0,1,flowering,39,13,14,1,1,0,28,53,0.5,2,54.5,61,Cliff
2017-07-26,207,32,32.3,12.4,20,PolBis,5,0.37634,12.5,23.6,4,6,0,1,flowering,100,0,0,0,0,0,0,0.5,0,0,0.5,0,Cliff
2017-08-02,214,39,23.6,9.8,1,ArtSco,1,0.09519,4,9.8,8,9,0,11,flowering,5,7,59,0,3,0,65,31,2,2,32,95,Sam
2017-08-02,214,39,23.6,9.8,2,ArtSco,2,0.14443,5.4,17,8,12,0,14,flowering,25,26,52,0,1,0,66,21,0,0,21,75,Sam
2017-08-02,214,39,23.6,9.8,3,ArtSco,3,0.20775,5.5,15,7,10,0,10,flowering,13,38,64,0,2,0,83,51,0,1,51,87,Sam
2017-08-02,214,39,23.6,9.8,4,ArtSco,4,0.14945,6.5,13.5,10,13,0,7,flowering,32,25,52,0,4,0,71,12,0,0,12,68,Sam
2017-08-02,214,39,23.6,9.8,5,ArtSco,5,0.17188,7.1,16.6,7,11,0,15,flowering,28,36,42,1,4,0,60,28,0,0,28,72,Cliff
2017-08-02,214,39,23.6,9.8,6,GenAlg,1,0.2193,4.6,5.2,6,16,3,0,budding,37,53,3,34,1,0,54,16,0,0,16,63,Cliff
2017-08-02,214,39,23.6,9.8,7,GenAlg,2,0.17166,3.5,6.3,6,14,2,0,budding,45,28,5,5,0.5,0,32.5,38,0,0,38,55,Cliff
2017-08-02,214,39,23.6,9.8,8,GenAlg,3,0.21826,3.8,5.6,8,20,2,0,budding,56,29,7,25,2,0,35,11,0,0,11,44,Cliff
2017-08-02,214,39,23.6,9.8,9,GenAlg,4,0.1751,5.2,5.8,7,21,2,0,budding,60,27,12,23,0,0,37,5,0,0,5,40,Cliff
2017-08-02,214,39,23.6,9.8,10,GenAlg,5,0.27916,6,6.1,8,16,2,0,budding,47,40,13,28,0,0,51,12,0,0,12,53,Cliff
2017-08-02,214,39,23.6,9.8,11,GeuRos,1,0.99898,11.8,16.7,10,10,0,1,flowering,0,100,34,0,5,0.5,103.5,29,0,0,29,100,Cliff
2017-08-02,214,39,23.6,9.8,12,GeuRos,2,1.72212,13.8,20.1,13,13,0,2,flowering,14,66,45,0,5,0,81,13,0,0,13,86,Cliff
2017-08-02,214,39,23.6,9.8,13,GeuRos,3,2.01153,14.2,20.9,13,13,0,1,flowering,31,59,35,0,2,0,67,7,0,0,7,69,Cliff
2017-08-02,214,39,23.6,9.8,14,GeuRos,4,1.23946,12.8,19.1,14,14,1,0,flowering,16,75,49,0,4,0,86,4,0,1,5,84,Cliff
2017-08-02,214,39,23.6,9.8,15,GeuRos,5,1.68501,13.4,22.6,11,11,0,1,flowering,6,90,72,1,5,0,100,1,0,0,1,94,Cliff
2017-08-02,214,39,23.6,9.8,16,PolBis,1,0.34696,8.9,26.6,4,7,0,1,flowering,54,35,38,0,5,0,47,7,0,0,7,46,Cliff
2017-08-02,214,39,23.6,9.8,17,PolBis,2,0.3875,12.4,20.2,3,6,0,1,flowering,35,58,39,8,2,0,64,8,0,0,8,65,Cliff
2017-08-02,214,39,23.6,9.8,18,PolBis,3,0.4865,12.5,24.6,3,6,0,1,flowering,19,73,28,12,20,0,77,21,0,2,21,81,Cliff
2017-08-02,214,39,23.6,9.8,19,PolBis,4,0.2524,9.5,23.1,2,5,0,1,flowering,50,41,41,0,2,0,51,2,0,0,2,50,Cliff
2017-08-02,214,39,23.6,9.8,20,PolBis,5,0.48353,13.5,22.5,3,5,0,1,flowering,29,35,56,3,10,0,66,26,4,0,26,71,Cliff
2017-08-16,228,53,20,7.9,1,ArtSco,1,0.266,6.6,15.5,7,NA,NA,13,fruiting,6,79,78,7,19,0,122,20,0,0,20,94,Sam
2017-08-16,228,53,20,7.9,2,ArtSco,2,0.156,4,15.3,3,NA,NA,11,fruiting,9,55,76,4,11,0,97,41,0,0,41,91,Sam
2017-08-16,228,53,20,7.9,3,ArtSco,3,0.155,4.6,15.6,2,NA,NA,9,fruiting,18,59,64,1,2,0,86,25,0,0,25,82,Sam
2017-08-16,228,53,20,7.9,4,ArtSco,4,0.288,5.7,20.1,5,NA,NA,21,fruiting,10,63,80,8,14,0,113,8,2,0,9,90,Sam
2017-08-16,228,53,20,7.9,5,ArtSco,5,0.172,4.5,14.4,5,NA,NA,12,fruiting,11,36,75,8,5,0,86,25,0,0,25,89,Cliff
2017-08-16,228,53,20,7.9,6,GenAlg,1,0.346,5.7,9.2,7,NA,NA,3,flowering,37,37,23,1,0,0,49,24,0,0,24,63,Sam
2017-08-16,228,53,20,7.9,7,GenAlg,2,0.288,4.4,7.7,3,NA,NA,3,flowering,28,62,34,8,0,0,77,27,0,0,27,72,Sam
2017-08-16,228,53,20,7.9,8,GenAlg,3,0.16,5.6,5.1,6,NA,NA,1,flowering,25,55,46,10,1,0,81,14,0,0,14,75,Sam
2017-08-16,228,53,20,7.9,9,GenAlg,4,0.23,6,7.4,5,NA,NA,2,flowering,19,62,51,25,1,0,80,11,0,0,11,81,Cliff
2017-08-16,228,53,20,7.9,10,GenAlg,5,0.323,2.6,7.6,14,NA,NA,2,flowering,51,44,13,23,0,0,48,1,0,0,1,49,Cliff
2017-08-16,228,53,20,7.9,11,GeuRos,1,0.805,6.9,10.1,12,NA,NA,3,fruiting,31,55,41,9,3,0,68,0.5,0,2,2.5,69,Cliff
2017-08-16,228,53,20,7.9,12,GeuRos,2,0.506,7.5,9.8,9,NA,NA,1,fruiting,23,37,60,5,8,0,73,21,0,1,21,77,Cliff
2017-08-16,228,53,20,7.9,13,GeuRos,3,0.397,6.1,7,12,NA,NA,1,fruiting,41,35,34,0,0,0,49,16,0,0,16,59,Cliff
2017-08-16,228,53,20,7.9,14,GeuRos,4,0.529,10.1,11.2,10,NA,NA,1,fruiting,39,43,29,1,3,0,53,18,0,0,18,61,Cliff
2017-08-16,228,53,20,7.9,15,GeuRos,5,0.492,7.6,9.3,10,NA,NA,1,fruiting,11,36,75,8,5,0,86,25,0,0,25,89,Cliff
2017-08-16,228,53,20,7.9,16,PolBis,1,0.375,9.1,19.3,3,NA,NA,1,fruiting,20,61,53,27,7,0,76,39,0,0,39,80,Cliff
2017-08-16,228,53,20,7.9,17,PolBis,2,0.366,12.2,24.9,2,NA,NA,1,fruiting,13,38,65,9,4,0,79,40,0,0,40,87,Cliff
2017-08-16,228,53,20,7.9,18,PolBis,3,0.323,8.4,25.5,2,NA,NA,1,fruiting,53,21,24,11,1,0,40,12,0,0,12,47,Cliff
2017-08-16,228,53,20,7.9,19,PolBis,4,0.432,10.1,25.4,2,NA,NA,1,fruiting,29,36,46,12,2,0,64,22,0,0,22,71,Cliff
2017-08-16,228,53,20,7.9,20,PolBis,5,0.308,9.6,21.5,2,NA,NA,1,fruiting,57,18,18,2,0,0,33,20,0,0,20,43,Cliff
2017-09-11,254,79,11.8,6.3,1,ArtSco,1,0.259,6.6,16.8,8,NA,NA,9,fruiting,8,69,32,23,20,0,82,49,0.5,0,49.5,92,Cliff
2017-09-11,254,79,11.8,6.3,2,ArtSco,2,0.141,6.2,16.4,6,NA,NA,10,fruiting,28,29,61,1,1,0,66,20,0,1,20,72,Cliff
2017-09-11,254,79,11.8,6.3,3,ArtSco,3,0.102,5.3,12.1,10,NA,NA,7,fruiting,9,7,33,1,1,0,39,80,0,4,81,91,Cliff
2017-09-11,254,79,11.8,6.3,4,ArtSco,4,0.15,5.9,11.9,10,NA,NA,9,fruiting,26,50,48,1,2,0,68,17,0,0,17,74,Cliff
2017-09-11,254,79,11.8,6.3,5,ArtSco,5,0.107,3.9,14.7,5,NA,NA,16,fruiting,2,55,79,1,8,0,93,62,0.5,1,62.5,98,Cliff
2017-09-11,254,79,11.8,6.3,6,GenAlg,1,0.326,7.6,7,13,NA,NA,2,fruiting,32,46,29,26,1,0,63,22,0.5,0.5,23,68,Cliff
2017-09-11,254,79,11.8,6.3,7,GenAlg,2,0.201,3.3,6.7,17,NA,NA,2,fruiting,17,62,13,27,0.5,0,72.5,29,0,0,29,83,Cliff
2017-09-11,254,79,11.8,6.3,8,GenAlg,3,0.09,6.4,6.8,15,NA,NA,3,fruiting,46,23,9,8,0.5,0,29.5,38,4,0,38,54,Cliff
2017-09-11,254,79,11.8,6.3,9,GenAlg,4,0.202,6.6,7.1,10,NA,NA,2,fruiting,48,42,15,11,0,0,47,4,0,0,4,52,Cliff
2017-09-11,254,79,11.8,6.3,10,GenAlg,5,0.237,3,5.6,19,NA,NA,2,fruiting,37,23,2,6,0,0,23,47,0,9,47,63,Cliff
2017-09-11,254,79,11.8,6.3,11,GeuRos,1,0.247,5.8,5.5,8,NA,NA,2,fruited,14,60,46,15,21,0,85,41,0,0,41,86,Cliff
2017-09-11,254,79,11.8,6.3,12,GeuRos,2,0.412,7.3,9.4,8,NA,NA,1,fruited,8,72,58,20,6,0,81,53,0,1,53,92,Cliff
2017-09-11,254,79,11.8,6.3,13,GeuRos,3,0.826,8.5,9.1,8,NA,NA,1,fruited,6,56,66,7,5,0,90,38,0,1,38,94,Cliff
2017-09-11,254,79,11.8,6.3,14,GeuRos,4,1.438,10.2,15.5,17,NA,NA,1,fruited,14,52,70,18,5,0,82,30,0,1,30,86,Cliff
2017-09-11,254,79,11.8,6.3,15,GeuRos,5,0.529,7.1,8.5,10,NA,NA,1,fruited,18,70,40,3,1,0,78,14,1,0,14,82,Cliff
2017-09-11,254,79,11.8,6.3,16,PolBis,1,0.113,9,0,2,NA,NA,0,fruited,8,83,58,3,18,0,89,30,1,0.5,30.5,92,Cliff
2017-09-11,254,79,11.8,6.3,17,PolBis,2,0.166,8.4,0,2,NA,NA,0,fruited,24,56,64,25,6,0,74,10,0,0,10,76,Cliff
2017-09-11,254,79,11.8,6.3,18,PolBis,3,0.121,10.9,0,2,NA,NA,0,fruited,11,62,77,16,1,0,82,10,0.5,0,10.5,89,Cliff
2017-09-11,254,79,11.8,6.3,19,PolBis,4,0.122,7.9,0,2,NA,NA,0,fruited,12,48,74,1,6,0,86,22,0,0,22,88,Cliff
2017-09-11,254,79,11.8,6.3,20,PolBis,5,0.198,9.8,0,2,NA,NA,0,fruited,17,81,38,30,3,0,83,10,0,0,10,83,Cliff
